date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:19:55	2427/2427	---M--	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202024%2009:19:55%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fjurnal%2520afisena%2F%3Fp%3D6	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index2927.json	(from http://localhost/jurnal%20afisena/?p=6)
16:19:55	2624/2624	---M--	200	added ('OK')	text/xml	date:Fri,%2001%20Nov%202024%2009:19:55%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fjurnal%2520afisena%2F%3Fp%3D6&format=xml	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index599b.php	(from http://localhost/jurnal%20afisena/?p=6)
16:19:58	707/707	---M--	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202024%2009:19:55%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=/wp/v2/tags/4	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index8bca.json	(from http://localhost/jurnal%20afisena/?tag=afisena-fahmi-fikri)
16:20:04	84737/84737	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2009:19:55%20GMT	http://localhost/jurnal%20afisena/?tag=artikel-afisena-fahmi-fikri	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index114b.html	(from http://localhost/jurnal%20afisena/?p=6)
16:20:04	84718/84718	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2009:19:55%20GMT	http://localhost/jurnal%20afisena/?tag=adobsi-cryptocurrency	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/indexc0db.html	(from http://localhost/jurnal%20afisena/?p=6)
16:20:05	695/695	---M--	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202024%2009:20:04%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=/wp/v2/tags/13	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index9cba.json	(from http://localhost/jurnal%20afisena/?tag=cryptocurrency)
16:20:05	19574/19574	---MC-	200	added ('OK')	application/rss+xml	etag:%22e36eee646b9fba4612b894022b3a5c6c%22	http://localhost/jurnal%20afisena/?feed=rss2&tag=afisena-fahmi-fikri	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/indexd434.html	(from http://localhost/jurnal%20afisena/?tag=afisena-fahmi-fikri)
16:20:05	683/683	---M--	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202024%2009:20:05%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=/wp/v2/tags/26	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/indexc0ed.json	(from http://localhost/jurnal%20afisena/?tag=fiat-money)
16:20:06	689/689	---M--	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202024%2009:20:06%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=/wp/v2/tags/17	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index2670.json	(from http://localhost/jurnal%20afisena/?tag=aset-digital)
16:20:08	19059/19059	---MC-	200	added ('OK')	application/rss+xml	etag:%22e36eee646b9fba4612b894022b3a5c6c%22	http://localhost/jurnal%20afisena/?feed=rss2&tag=cryptocurrency	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/indexd872.html	(from http://localhost/jurnal%20afisena/?tag=cryptocurrency)
16:20:08	7785/7785	---M--	200	added ('OK')	application/rss+xml	etag:%22e36eee646b9fba4612b894022b3a5c6c%22	http://localhost/jurnal%20afisena/?feed=rss2&tag=aset-digital	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index97c7.html	(from http://localhost/jurnal%20afisena/?tag=aset-digital)
16:20:08	12157/12157	---MC-	200	added ('OK')	application/rss+xml	etag:%22e36eee646b9fba4612b894022b3a5c6c%22	http://localhost/jurnal%20afisena/?feed=rss2&tag=fiat-money	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/indexf4c8.html	(from http://localhost/jurnal%20afisena/?tag=fiat-money)
16:20:08	674/674	---M--	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202024%2009:20:08%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=/wp/v2/tags/11	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/indexdd40.json	(from http://localhost/jurnal%20afisena/?tag=bitcoin)
16:20:09	689/689	---M--	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202024%2009:20:08%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=/wp/v2/tags/18	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/indexabb0.json	(from http://localhost/jurnal%20afisena/?tag=bitcoin-scam)
16:20:09	7775/7775	---M--	200	added ('OK')	application/rss+xml	etag:%22e36eee646b9fba4612b894022b3a5c6c%22	http://localhost/jurnal%20afisena/?feed=rss2&tag=bitcoin	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/indexb49c.html	(from http://localhost/jurnal%20afisena/?tag=bitcoin)
16:20:10	716/716	---M--	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202024%2009:20:09%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=/wp/v2/tags/10	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/indexb489.json	(from http://localhost/jurnal%20afisena/?tag=adobsi-cryptocurrency)
16:20:10	7785/7785	---M--	200	added ('OK')	application/rss+xml	etag:%22e36eee646b9fba4612b894022b3a5c6c%22	http://localhost/jurnal%20afisena/?feed=rss2&tag=bitcoin-scam	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/indexdb51.html	(from http://localhost/jurnal%20afisena/?tag=bitcoin-scam)
16:20:10	731/731	---M--	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202024%2009:20:10%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=/wp/v2/tags/5	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index031b.json	(from http://localhost/jurnal%20afisena/?tag=artikel-afisena-fahmi-fikri)
16:20:11	8308/8308	---MC-	200	added ('OK')	application/rss+xml	etag:%22e36eee646b9fba4612b894022b3a5c6c%22	http://localhost/jurnal%20afisena/?feed=rss2&tag=adobsi-cryptocurrency	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index27a8.html	(from http://localhost/jurnal%20afisena/?tag=adobsi-cryptocurrency)
16:20:11	8320/8320	---MC-	200	added ('OK')	application/rss+xml	etag:%22e36eee646b9fba4612b894022b3a5c6c%22	http://localhost/jurnal%20afisena/?feed=rss2&tag=artikel-afisena-fahmi-fikri	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index54e2.html	(from http://localhost/jurnal%20afisena/?tag=artikel-afisena-fahmi-fikri)
16:21:47	3337603/3337603	UR-M--	200	added ('Partial%20Content')	image/png	etag:%2232ed83-624b085241dde%22	http://localhost/jurnal%20afisena/wp-content/uploads/2024/10/Tesis-Besar-Crypto-P.png	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/uploads/2024/10/Tesis-Besar-Crypto-P.png	(from http://localhost/jurnal%20afisena/)
